,Cases entries 0 - 9,Cases entries 10 - 19,Cases entries 20 - 29,Cases entries 30 - 39,Cases entries 40 - 49,Cases entries 50 - 59,Cases entries 60 - 69,Cases entries 70 - 79,Cases entries 80+,Cases inz_entries 0 - 9,Cases inz_entries 10 - 19,Cases inz_entries 20 - 29,Cases inz_entries 30 - 39,Cases inz_entries 40 - 49,Cases inz_entries 50 - 59,Cases inz_entries 60 - 69,Cases inz_entries 70 - 79,Cases inz_entries 80+,Cases inzsumTotal 0 - 9,Cases inzsumTotal 10 - 19,Cases inzsumTotal 20 - 29,Cases inzsumTotal 30 - 39,Cases inzsumTotal 40 - 49,Cases inzsumTotal 50 - 59,Cases inzsumTotal 60 - 69,Cases inzsumTotal 70 - 79,Cases inzsumTotal 80+,Death entries 0 - 9,Death entries 10 - 19,Death entries 20 - 29,Death entries 30 - 39,Death entries 40 - 49,Death entries 50 - 59,Death entries 60 - 69,Death entries 70 - 79,Death entries 80+,Death inz_entries 0 - 9,Death inz_entries 10 - 19,Death inz_entries 20 - 29,Death inz_entries 30 - 39,Death inz_entries 40 - 49,Death inz_entries 50 - 59,Death inz_entries 60 - 69,Death inz_entries 70 - 79,Death inz_entries 80+,Death inzsumTotal 0 - 9,Death inzsumTotal 10 - 19,Death inzsumTotal 20 - 29,Death inzsumTotal 30 - 39,Death inzsumTotal 40 - 49,Death inzsumTotal 50 - 59,Death inzsumTotal 60 - 69,Death inzsumTotal 70 - 79,Death inzsumTotal 80+,Hosp entries 0 - 9,Hosp entries 10 - 19,Hosp entries 20 - 29,Hosp entries 30 - 39,Hosp entries 40 - 49,Hosp entries 50 - 59,Hosp entries 60 - 69,Hosp entries 70 - 79,Hosp entries 80+,Hosp inz_entries 0 - 9,Hosp inz_entries 10 - 19,Hosp inz_entries 20 - 29,Hosp inz_entries 30 - 39,Hosp inz_entries 40 - 49,Hosp inz_entries 50 - 59,Hosp inz_entries 60 - 69,Hosp inz_entries 70 - 79,Hosp inz_entries 80+,Hosp inzsumTotal 0 - 9,Hosp inzsumTotal 10 - 19,Hosp inzsumTotal 20 - 29,Hosp inzsumTotal 30 - 39,Hosp inzsumTotal 40 - 49,Hosp inzsumTotal 50 - 59,Hosp inzsumTotal 60 - 69,Hosp inzsumTotal 70 - 79,Hosp inzsumTotal 80+,Cases entries female,Cases entries male,Cases inz_entries female,Cases inz_entries male,Cases inzsumTotal female,Cases inzsumTotal male,Death entries female,Death entries male,Death inz_entries female,Death inz_entries male,Death inzsumTotal female,Death inzsumTotal male,Hosp entries female,Hosp entries male,Hosp inz_entries female,Hosp inz_entries male,Hosp inzsumTotal female,Hosp inzsumTotal male,VaccDosesAdministered sumTotal,VaccDosesAdministered per100PersonsTotal,FullyVaccPersons sumTotal,FullyVaccPersons per100PersonsTotal,ICU_AllPatients,ICU_Covid19Patients,ICU_Capacity,Total_AllPatients,Total_Covid19Patients,Total_Capacity,ICU_NonCovid19Patients,ICU_FreeCapacity,Total_NonCovid19Patients,Total_FreeCapacity,lower_ci_day,upper_ci_day,anteil_pos,case_entries,case_inz_entries,case_inzsumTotal,hosp_entries,hosp_inz_entries,hosp_inzsumTotal,death_entries,death_inz_entries,death_inzsumTotal,test_entries,test_inz_entries,test_inzsumTotal,median_R_mean,median_R_highHPD,median_R_lowHPD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,kofStrigency,Borders,Events,Gatherings/private events,Demonstrations,Primary (includes kindergarten) and lower secondary school,"Upper secondary school, vocational schools and higher education",universities and other educational establishments ,Mountain railways,Homeworking,Restaurants,Discos/Nightclubs,Shops/Markets,Penalties,Mask mandatory in publicly accessible establishments/ spaces (shops etc.),Mask mandatory in public transport,Masks mandatory in schools,Masks mandatory at work,"Cultural, entertainment and recreational facilities",Sport/Wellness facilities,Sport activities,Religious services,Singing allowed,isHolyday,intervistaMob,meanNeighborIncidence,maxNeighborIncidence,temp_min,temp_max,clouds,precipitation
2020-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,17.0,50.0,675.0,83.0,1185.0,18.0,15.0,592.0,510.0,,,,48.0,24.51,3947.02,5.0,2.55,266.54,2.0,1.02,71.49,523.0,267.05,40354.06,0.85,1.0,0.7,-77.0,-73.0,-11.0,-52.0,-29.0,,61.66666794,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,6.02969855887821,,,276.48,282.59,72.91666666666667,2.82
2020-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,17.0,50.0,675.0,83.0,1185.0,18.0,15.0,592.0,510.0,,,,48.0,24.51,3947.02,5.0,2.55,266.54,2.0,1.02,71.49,523.0,267.05,40354.06,0.85,1.0,0.7,-77.0,-73.0,-11.0,-52.0,-29.0,,61.66666794,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,6.02969855887821,,,276.48,282.59,72.91666666666667,2.82
2020-12-21,6.0,37.0,82.0,79.0,82.0,69.0,39.0,34.0,57.0,32.32,240.2,346.21,235.55,305.3,249.13,187.8,211.04,431.23,1055.75,4271.62,6506.23,4546.95,4594.36,4574.67,3505.56,2892.43,4524.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.62,83.22,0.0,0.0,0.0,0.0,3.72,0.0,48.15,173.79,870.03,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,13.0,0.0,0.0,0.0,0.0,7.45,14.44,9.63,18.62,98.35,21.55,12.98,21.11,65.6,130.31,198.58,438.2,813.11,1520.65,272.0,212.0,269.72,223.16,4228.19,4153.82,5.0,9.0,4.96,9.47,74.37,83.16,11.0,13.0,10.91,13.68,257.82,301.06,,,,,38.0,17.0,50.0,715.0,92.0,1185.0,21.0,12.0,623.0,470.0,,,,123.0,62.81,4009.82,3.0,1.53,268.07,5.0,2.55,74.04,1153.0,588.73,40942.79,0.86,1.01,0.71,-19.0,1.0,-43.0,-39.0,-49.0,15.0,61.66666794,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,16.7410555430296,509.72709832176315,730.3052496303563,275.93,283.15,81.58333333333333,1.21
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,15.0,50.0,686.0,87.0,1185.0,19.0,16.0,599.0,499.0,,,,74.0,37.79,4047.61,5.0,2.55,270.62,1.0,0.51,74.55,1533.0,782.77,41725.56,0.87,1.02,0.73,-26.0,3.0,-28.0,-40.0,-49.0,15.0,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,15.9923494001426,,,279.82,289.15,77.5,0.45
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,17.0,50.0,602.0,71.0,1185.0,18.0,15.0,531.0,583.0,,,,83.0,42.38,4089.99,2.0,1.02,271.64,2.0,1.02,75.57,1495.0,763.36,42488.92,0.89,1.02,0.75,-29.0,9.0,-34.0,-41.0,-51.0,15.0,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,16.6940058750439,,,279.82,287.59,36.041666666666664,1.55
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,16.0,50.0,538.0,71.0,1185.0,18.0,16.0,467.0,647.0,,,,60.0,30.64,4120.63,2.0,1.02,272.67,1.0,0.51,76.08,917.0,468.23,42957.15,0.91,1.04,0.77,-54.0,-12.0,-65.0,-55.0,-68.0,16.0,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,13.7465775206018,,,275.93,284.15,79.8,3.74
2020-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,22.0,50.0,513.0,69.0,1185.0,20.0,8.0,444.0,672.0,,,,40.0,20.42,4141.05,4.0,2.04,274.71,3.0,1.53,77.61,466.0,237.94,43195.09,0.93,1.07,0.8,-93.0,-91.0,-61.0,-73.0,-85.0,25.0,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,8.37826183661743,,,271.48,277.59,69.79166666666667,0.13
2020-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,20.0,50.0,503.0,73.0,1185.0,21.0,9.0,430.0,682.0,,,,60.0,30.64,4171.69,6.0,3.06,277.77,1.0,0.51,78.12,404.0,206.29,43401.38,0.95,1.09,0.82,-90.0,-90.0,-3.0,-59.0,-50.0,12.0,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,11.0778961544967,,,269.26,277.59,47.291666666666664,0.0
2020-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,20.0,50.0,503.0,73.0,1185.0,21.0,9.0,430.0,682.0,,,,60.0,30.64,4171.69,6.0,3.06,277.77,1.0,0.51,78.12,404.0,206.29,43401.38,0.95,1.09,0.82,-90.0,-90.0,-3.0,-59.0,-50.0,12.0,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,11.0778961544967,,,269.26,277.59,47.291666666666664,0.0
2020-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,22.0,50.0,502.0,80.0,1185.0,15.0,13.0,422.0,683.0,,,,46.0,23.49,4195.18,2.0,1.02,278.79,1.0,0.51,78.63,479.0,244.58,43645.96,0.96,1.1,0.83,-80.0,-76.0,-25.0,-53.0,-32.0,,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,6.58231493442122,,,268.71,282.15,18.958333333333332,1.0
2020-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,22.0,50.0,502.0,80.0,1185.0,15.0,13.0,422.0,683.0,,,,46.0,23.49,4195.18,2.0,1.02,278.79,1.0,0.51,78.63,479.0,244.58,43645.96,0.96,1.1,0.83,-80.0,-76.0,-25.0,-53.0,-32.0,,70.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,6.58231493442122,,,268.71,282.15,18.958333333333332,1.0
2020-12-28,8.0,28.0,79.0,84.0,53.0,63.0,27.0,29.0,33.0,43.09,181.77,333.54,250.45,197.33,227.47,130.01,180.0,249.66,1098.84,4453.39,6839.77,4797.4,4791.69,4802.14,3635.58,3072.43,4773.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,90.79,0.0,0.0,0.0,0.0,7.45,0.0,48.15,173.79,960.81,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,11.17,10.83,14.45,12.41,75.65,21.55,12.98,21.11,65.6,141.48,209.42,452.64,825.52,1596.31,208.0,197.0,206.25,207.37,4434.44,4361.19,7.0,6.0,6.94,6.32,81.31,89.48,15.0,6.0,14.87,6.32,272.69,307.38,,,,,38.0,22.0,50.0,579.0,83.0,1185.0,16.0,12.0,496.0,606.0,,,,98.0,50.04,4245.22,4.0,2.04,280.84,2.0,1.02,79.66,775.0,395.72,44041.69,0.96,1.1,0.82,-34.0,-6.0,-40.0,-51.0,-62.0,19.0,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,11.3374849679136,438.2898447304137,614.57570439565,273.15,282.15,51.666666666666664,4.49
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,22.0,50.0,592.0,78.0,1185.0,17.0,11.0,514.0,593.0,,,,58.0,29.62,4274.83,3.0,1.53,282.37,1.0,0.51,80.17,826.0,421.76,44463.45,0.94,1.08,0.8,-38.0,-13.0,-41.0,-52.0,-63.0,20.0,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,14.4247845392771,,,273.71,280.37,73.625,2.25
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,20.0,50.0,581.0,80.0,1185.0,21.0,9.0,501.0,604.0,,,,65.0,33.19,4308.02,3.0,1.53,283.9,2.0,1.02,81.19,707.0,361.0,44824.45,0.91,1.06,0.78,-40.0,-5.0,-41.0,-51.0,-62.0,19.0,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,14.5455198684495,,,273.15,278.71,65.20833333333333,1.1600000000000001
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,22.0,50.0,601.0,87.0,1185.0,17.0,11.0,514.0,584.0,,,,60.0,30.64,4338.66,4.0,2.04,285.94,1.0,0.51,81.7,581.0,296.66,45121.12,0.89,1.03,0.76,-54.0,-6.0,-56.0,-58.0,-67.0,19.0,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,12.5676937449366,,,271.48,279.15,52.4,4.21
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,18.0,50.0,533.0,74.0,1185.0,14.0,18.0,459.0,652.0,,,,32.0,16.34,4355.0,4.0,2.04,287.98,3.0,1.53,83.23,433.0,221.09,45342.21,0.88,1.02,0.75,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,5.97401037434934,,,274.15,277.04,81.25,1.21
2021-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,18.0,50.0,524.0,75.0,1185.0,15.0,17.0,449.0,661.0,,,,46.0,23.49,4378.48,2.0,1.02,289.01,2.0,1.02,84.25,567.0,289.52,45631.73,0.86,1.01,0.73,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,9.49552222432829,,,273.71,275.93,89.16666666666667,0.44
2021-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,18.0,50.0,524.0,75.0,1185.0,15.0,17.0,449.0,661.0,,,,46.0,23.49,4378.48,2.0,1.02,289.01,2.0,1.02,84.25,567.0,289.52,45631.73,0.86,1.01,0.73,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,9.49552222432829,,,273.71,275.93,89.16666666666667,0.44
2021-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,18.0,50.0,536.0,76.0,1185.0,16.0,16.0,460.0,649.0,,,,47.0,24.0,4402.48,1.0,0.51,289.52,2.0,1.02,85.27,370.0,188.93,45820.65,0.84,0.98,0.7,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,5.56515449252979,,,272.59,274.82,89.375,0.38
2021-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,18.0,50.0,536.0,76.0,1185.0,16.0,16.0,460.0,649.0,,,,47.0,24.0,4402.48,1.0,0.51,289.52,2.0,1.02,85.27,370.0,188.93,45820.65,0.84,0.98,0.7,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,5.56515449252979,,,272.59,274.82,89.375,0.38
2021-01-04,8.0,40.0,86.0,71.0,67.0,58.0,23.0,27.0,42.0,43.09,259.67,363.1,211.69,249.45,209.42,110.75,167.59,317.75,1141.93,4713.06,7202.87,5009.09,5041.14,5011.55,3746.33,3240.02,5091.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83,0.0,0.0,0.0,0.0,7.45,0.0,48.15,173.79,998.64,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,3.72,3.61,9.63,37.24,90.79,21.55,12.98,21.11,65.6,145.2,213.03,462.27,862.76,1687.09,246.0,176.0,243.93,185.27,4678.37,4546.46,3.0,2.0,2.97,2.11,84.29,91.58,14.0,8.0,13.88,8.42,286.57,315.8,,,,,34.0,18.0,50.0,640.0,76.0,1185.0,16.0,16.0,564.0,545.0,,,,103.0,52.59,4455.08,2.0,1.02,290.54,0.0,0.0,85.27,831.0,424.32,46244.97,0.81,0.95,0.67,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0,11.4102458799222,409.5502794669035,491.2460099216494,272.04,275.37,90.0,0.0
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,20.0,50.0,687.0,72.0,1185.0,19.0,11.0,615.0,498.0,,,,67.0,34.21,4489.29,8.0,4.08,294.62,1.0,0.51,85.78,872.0,445.25,46690.22,0.77,0.91,0.63,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0,12.5823041641487,,,272.59,274.82,90.0,0.0
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,20.0,50.0,727.0,74.0,1185.0,18.0,12.0,653.0,458.0,,,,78.0,39.83,4529.12,2.0,1.02,295.64,0.0,0.0,85.78,857.0,437.59,47127.82,0.74,0.88,0.6,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0,13.1985782722163,,,272.59,274.26,85.625,2.09
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,21.0,50.0,759.0,73.0,1185.0,23.0,6.0,686.0,426.0,,,,69.0,35.23,4564.35,3.0,1.53,297.18,1.0,0.51,86.29,746.0,380.92,47508.73,0.72,0.86,0.58,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0,14.6740201091257,,,272.59,276.48,77.8,0.6
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,16.0,50.0,733.0,63.0,1185.0,22.0,12.0,670.0,452.0,,,,44.0,22.47,4586.81,2.0,1.02,298.2,1.0,0.51,86.8,707.0,361.0,47869.73,0.72,0.87,0.57,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0,17.5631227786831,,,269.82,277.15,53.791666666666664,0.0
2021-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,13.0,50.0,687.0,60.0,1185.0,15.0,22.0,627.0,498.0,,,,38.0,19.4,4606.22,3.0,1.53,299.73,1.0,0.51,87.31,453.0,231.31,48101.04,0.73,0.89,0.59,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0,12.9997229628857,,,267.04,275.37,41.375,0.0
2021-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,13.0,50.0,687.0,60.0,1185.0,15.0,22.0,627.0,498.0,,,,38.0,19.4,4606.22,3.0,1.53,299.73,1.0,0.51,87.31,453.0,231.31,48101.04,0.73,0.89,0.59,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,12.9997229628857,,,267.04,275.37,41.375,0.0
2021-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,13.0,50.0,653.0,58.0,1185.0,17.0,20.0,595.0,532.0,,,,23.0,11.74,4617.96,2.0,1.02,300.75,1.0,0.51,87.83,202.0,103.14,48204.18,0.76,0.92,0.61,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0,7.45803749399481,,,266.15,275.93,15.458333333333334,0.0
2021-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,13.0,50.0,653.0,58.0,1185.0,17.0,20.0,595.0,532.0,,,,23.0,11.74,4617.96,2.0,1.02,300.75,1.0,0.51,87.83,202.0,103.14,48204.18,0.76,0.92,0.61,,,,,,,70.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,1,7.45803749399481,,,266.15,275.93,15.458333333333334,0.0
