date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-05-04,SH,670,82348,33069,0.81,0.82,40.16,675.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-05,SH,574,82348,33643,0.7,0.83,40.85,680.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-06,SH,978,82348,34621,1.19,0.83,42.04,679.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-07,SH,751,82348,35372,0.91,0.84,42.95,690.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-08,SH,602,82348,35974,0.73,0.88,43.69,721.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-09,SH,568,82348,36542,0.69,0.9,44.38,740.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-10,SH,692,82348,37234,0.84,0.83,45.22,683.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-11,SH,886,82348,38120,1.08,0.8,46.29,660.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-12,SH,709,82348,38829,0.86,0.81,47.15,671.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-13,SH,578,82348,39407,0.7,0.82,47.85,674.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-14,SH,588,82348,39995,0.71,0.81,48.57,665.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-15,SH,678,82348,40673,0.82,0.81,49.39,669.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-16,SH,589,82348,41262,0.72,0.82,50.11,672.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-17,SH,631,82348,41893,0.77,0.86,50.87,707.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-18,SH,913,82348,42806,1.11,0.9,51.98,743.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-19,SH,730,82348,43536,0.89,0.91,52.87,750,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-20,SH,822,82348,44358,1,0.93,53.87,767.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-21,SH,844,82348,45202,1.02,0.95,54.89,778.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-22,SH,721,82348,45923,0.88,0.92,55.77,760.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-23,SH,713,82348,46636,0.87,0.93,56.63,761.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-24,SH,705,82348,47341,0.86,0.92,57.49,753.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-25,SH,786,82348,48127,0.95,0.9,58.44,736,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-26,SH,741,82348,48868,0.9,0.9,59.34,736.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-27,SH,764,82348,49632,0.93,0.9,60.27,736.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-28,SH,722,82348,50354,0.88,0.9,61.15,737.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-29,SH,725,82348,51079,0.88,0.9,62.03,737.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-30,SH,713,82348,51792,0.87,0.91,62.89,751,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-31,SH,712,82348,52504,0.86,0.99,63.76,812.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-01,SH,787,82348,53291,0.96,0.99,64.71,818.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-02,SH,834,82348,54125,1.01,1,65.73,820.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-03,SH,1197,82348,55322,1.45,0.99,67.18,819.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-04,SH,759,82348,56081,0.92,1,68.1,823.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-05,SH,739,82348,56820,0.9,1.01,69,833.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-06,SH,707,82348,57527,0.86,1.02,69.86,838.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-07,SH,744,82348,58271,0.9,0.98,70.76,808.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-08,SH,857,82348,59128,1.04,1,71.8,820.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-09,SH,868,82348,59996,1.05,1.02,72.86,843.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-10,SH,987,82348,60983,1.2,1.03,74.06,849.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-11,SH,840,82348,61823,1.02,1.04,75.08,857.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-12,SH,904,82348,62727,1.1,1.04,76.17,855.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-13,SH,746,82348,63473,0.91,1.02,77.08,838.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-14,SH,801,82348,64274,0.97,0.99,78.05,815.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-15,SH,841,82348,65115,1.02,0.99,79.07,817.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-16,SH,752,82348,65867,0.91,0.97,79.99,800.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-17,SH,823,82348,66690,1,0.97,80.99,796.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-18,SH,856,82348,67546,1.04,0.95,82.03,783.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-19,SH,783,82348,68329,0.95,0.94,82.98,775.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-20,SH,717,82348,69046,0.87,0.94,83.85,772.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-21,SH,714,82348,69760,0.87,NA,84.71,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-22,SH,786,82348,70546,0.95,NA,85.67,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-23,SH,728,82348,71274,0.88,NA,86.55,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-22,SO,0,275247,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-23,SO,0,275247,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-24,SO,0,275247,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-25,SO,0,275247,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-26,SO,0,275247,0,0,0.01,0,15.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-27,SO,0,275247,0,0,0.01,0,18.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-28,SO,0,275247,0,0,0.01,0,18.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-29,SO,106,275247,106,0.04,0.01,0.04,18.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-30,SO,24,275247,130,0.01,0.01,0.05,18.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-31,SO,0,275247,130,0,0.01,0.05,18.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-01,SO,0,275247,130,0,0.04,0.05,115.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-02,SO,0,275247,130,0,0.06,0.05,170.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-03,SO,0,275247,130,0,0.1,0.05,267.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-04,SO,676,275247,806,0.25,0.13,0.29,342.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-05,SO,493,275247,1299,0.18,0.15,0.47,414.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-06,SO,704,275247,2003,0.26,0.19,0.73,518.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-07,SO,527,275247,2530,0.19,0.19,0.92,518.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-08,SO,501,275247,3031,0.18,0.19,1.1,514.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-09,SO,726,275247,3757,0.26,0.2,1.36,545.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-10,SO,0,275247,3757,0,0.2,1.36,552.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-11,SO,651,275247,4408,0.24,0.21,1.6,577.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-12,SO,708,275247,5116,0.26,0.21,1.86,569.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-13,SO,754,275247,5870,0.27,0.21,2.13,586.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-14,SO,704,275247,6574,0.26,0.21,2.39,586.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-15,SO,442,275247,7016,0.16,0.22,2.55,596.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-16,SO,849,275247,7865,0.31,0.22,2.86,618.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-17,SO,0,275247,7865,0,0.21,2.86,587.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-18,SO,719,275247,8584,0.26,0.21,3.12,583.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-19,SO,864,275247,9448,0.31,0.21,3.43,589.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-20,SO,535,275247,9983,0.19,0.21,3.63,574.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-21,SO,675,275247,10658,0.25,0.21,3.87,574.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-22,SO,487,275247,11145,0.18,0.2,4.05,541.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-23,SO,739,275247,11884,0.27,0.18,4.32,487.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-24,SO,0,275247,11884,0,0.18,4.32,477.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-25,SO,489,275247,12373,0.18,0.17,4.5,465.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-26,SO,486,275247,12859,0.18,0.18,4.67,488.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-27,SO,466,275247,13325,0.17,0.14,4.84,383.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-28,SO,593,275247,13918,0.22,0.14,5.06,383.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-29,SO,649,275247,14567,0.24,0.14,5.29,385.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-30,SO,0,275247,14567,0,0.15,5.29,409.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-31,SO,0,275247,14567,0,0.16,5.29,450,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-01,SO,502,275247,15069,0.18,0.17,5.47,478,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-02,SO,656,275247,15725,0.24,0.18,5.71,498.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-03,SO,750,275247,16475,0.27,0.2,5.99,549.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-04,SO,789,275247,17264,0.29,0.2,6.27,549.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-05,SO,790,275247,18054,0.29,0.21,6.56,569.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-06,SO,361,275247,18415,0.13,0.2,6.69,560.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-07,SO,0,275247,18415,0,0.19,6.69,523.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-08,SO,638,275247,19053,0.23,0.17,6.92,469,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-09,SO,594,275247,19647,0.22,0.15,7.14,416,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-10,SO,495,275247,20142,0.18,0.19,7.32,510.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-11,SO,405,275247,20547,0.15,0.19,7.46,510.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-12,SO,419,275247,20966,0.15,0.21,7.62,578.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-13,SO,1021,275247,21987,0.37,0.23,7.99,636.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-14,SO,0,275247,21987,0,0.25,7.99,687.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-15,SO,1118,275247,23105,0.41,0.29,8.39,790.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-16,SO,997,275247,24102,0.36,0.3,8.76,829.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-17,SO,854,275247,24956,0.31,0.3,9.07,818,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-18,SO,1127,275247,26083,0.41,0.3,9.48,818,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-19,SO,688,275247,26771,0.25,0.26,9.73,726.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-20,SO,942,275247,27713,0.34,0.25,10.07,691.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-21,SO,0,275247,27713,0,0.26,10.07,708.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-22,SO,478,275247,28191,0.17,0.22,10.24,612.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-23,SO,754,275247,28945,0.27,0.21,10.52,586.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-24,SO,972,275247,29917,0.35,0.18,10.87,504.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-25,SO,452,275247,30369,0.16,0.18,11.03,504.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-26,SO,508,275247,30877,0.18,0.18,11.22,511,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-27,SO,366,275247,31243,0.13,0.19,11.35,530,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-28,SO,0,275247,31243,0,0.18,11.35,510.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-01,SO,525,275247,31768,0.19,0.2,11.54,568.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-02,SO,887,275247,32655,0.32,0.21,11.86,587,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-03,SO,835,275247,33490,0.3,0.2,12.17,565.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-04,SO,861,275247,34351,0.31,0.2,12.48,565.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-05,SO,635,275247,34986,0.23,0.21,12.71,594.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-06,SO,218,275247,35204,0.08,0.2,12.79,561.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-07,SO,0,275247,35204,0,0.19,12.79,535.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-08,SO,723,275247,35927,0.26,0.19,13.05,518.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-09,SO,660,275247,36587,0.24,0.19,13.29,533.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-10,SO,650,275247,37237,0.24,0.2,13.53,551.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-11,SO,746,275247,37983,0.27,0.2,13.8,551.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-12,SO,739,275247,38722,0.27,0.2,14.07,554.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-13,SO,340,275247,39062,0.12,0.2,14.19,557.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-14,SO,0,275247,39062,0,0.2,14.19,539.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-15,SO,749,275247,39811,0.27,0.19,14.46,514,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-16,SO,679,275247,40490,0.25,0.2,14.71,543.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-17,SO,523,275247,41013,0.19,0.19,14.9,513.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-18,SO,568,275247,41581,0.21,0.19,15.11,513.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-19,SO,945,275247,42526,0.34,0.2,15.45,537.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-20,SO,130,275247,42656,0.05,0.23,15.5,621.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-21,SO,0,275247,42656,0,0.27,15.5,744.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-22,SO,915,275247,43571,0.33,0.32,15.83,882.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-23,SO,1268,275247,44839,0.46,0.34,16.29,935.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-24,SO,1385,275247,46224,0.5,0.34,16.79,939.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-25,SO,1533,275247,47757,0.56,0.4,17.35,1105.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-26,SO,1320,275247,49077,0.48,0.4,17.83,1105.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-27,SO,154,275247,49231,0.06,0.4,17.89,1112.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-28,SO,1166,275247,50397,0.42,0.38,18.31,1048.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-29,SO,911,275247,51308,0.33,0.35,18.64,957.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-30,SO,1317,275247,52625,0.48,0.28,19.12,769.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-31,SO,937,275247,53562,0.34,0.27,19.46,747.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-01,SO,900,275247,54462,0.33,0.21,19.79,581,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-02,SO,1,275247,54463,0,0.16,19.79,450.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-03,SO,1,275247,54464,0,0.14,19.79,381,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-04,SO,0,275247,54464,0,0.15,19.79,416.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-05,SO,0,275247,54464,0,0.17,19.79,473.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-06,SO,828,275247,55292,0.3,0.25,20.09,676.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-07,SO,1184,275247,56476,0.43,0.26,20.52,711.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-08,SO,1301,275247,57777,0.47,0.26,20.99,711.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-09,SO,1420,275247,59197,0.52,0.37,21.51,1009.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-10,SO,247,275247,59444,0.09,0.43,21.6,1189.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-11,SO,0,275247,59444,0,0.47,21.6,1299.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-12,SO,2085,275247,61529,0.76,0.51,22.35,1412.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-13,SO,2091,275247,63620,0.76,0.56,23.11,1544.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-14,SO,1955,275247,65575,0.71,0.56,23.82,1544.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-15,SO,2087,275247,67662,0.76,0.56,24.58,1544.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-16,SO,2344,275247,70006,0.85,0.55,25.43,1511,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-17,SO,250,275247,70256,0.09,0.55,25.52,1519.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-18,SO,0,275247,70256,0,0.56,25.52,1552,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-19,SO,1850,275247,72106,0.67,0.58,26.2,1602,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-20,SO,2151,275247,74257,0.78,0.59,26.98,1613.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-21,SO,2182,275247,76439,0.79,0.59,27.77,1620.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-22,SO,2437,275247,78876,0.89,0.65,28.66,1783.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-23,SO,2426,275247,81302,0.88,0.65,29.54,1785.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-24,SO,300,275247,81602,0.11,0.65,29.65,1777.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-25,SO,1141,275247,82743,0.41,0.65,30.06,1774.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-26,SO,1861,275247,84604,0.68,0.64,30.74,1750.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-27,SO,2096,275247,86700,0.76,0.61,31.5,1674.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-28,SO,2162,275247,88862,0.79,0.6,32.28,1661.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-29,SO,2267,275247,91129,0.82,0.55,33.11,1498.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-04-30,SO,1896,275247,93025,0.69,0.54,33.8,1491,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-01,SO,207,275247,93232,0.08,0.54,33.87,1487.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-02,SO,0,275247,93232,0,0.55,33.87,1514.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-03,SO,1809,275247,95041,0.66,0.56,34.53,1534.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-04,SO,2070,275247,97111,0.75,0.59,35.28,1627,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-05,SO,2352,275247,99463,0.85,0.66,36.14,1822.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-06,SO,2405,275247,101868,0.87,0.66,37.01,1822.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-07,SO,2546,275247,104414,0.92,0.72,37.93,1987.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-08,SO,1573,275247,105987,0.57,0.76,38.51,2087.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-09,SO,2,275247,105989,0,0.79,38.51,2178.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-10,SO,2964,275247,108953,1.08,0.67,39.58,1849.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-11,SO,2770,275247,111723,1.01,0.67,40.59,1842.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-12,SO,2988,275247,114711,1.09,0.69,41.68,1907,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-13,SO,103,275247,114814,0.04,0.69,41.71,1906.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-14,SO,2500,275247,117314,0.91,0.68,42.62,1881.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-15,SO,2022,275247,119336,0.73,0.7,43.36,1915.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-16,SO,0,275247,119336,0,0.69,43.36,1912.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-17,SO,2788,275247,122124,1.01,0.84,44.37,2321.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-18,SO,3006,275247,125130,1.09,0.85,45.46,2343.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-19,SO,2969,275247,128099,1.08,0.87,46.54,2409.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-20,SO,2968,275247,131067,1.08,0.87,47.62,2409.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-21,SO,2653,275247,133720,0.96,0.73,48.58,2011.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-22,SO,2483,275247,136203,0.9,0.76,49.48,2090.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-23,SO,1,275247,136204,0,0.79,49.48,2189.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-24,SO,0,275247,136204,0,0.85,49.48,2336.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-25,SO,3561,275247,139765,1.29,0.89,50.78,2450.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-26,SO,3661,275247,143426,1.33,0.81,52.11,2243.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-27,SO,3998,275247,147424,1.45,0.81,53.56,2243.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-28,SO,3450,275247,150874,1.25,0.99,54.81,2729.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-29,SO,1036,275247,151910,0.38,1.02,55.19,2801,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-30,SO,0,275247,151910,0,1.05,55.19,2888.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-05-31,SO,3403,275247,155313,1.24,0.85,56.43,2354.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
