date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-06-03,FR,1945,321783,162738,0.6,0.76,50.57,2445.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-04,FR,2636,321783,165374,0.82,0.8,51.39,2564.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-05,FR,2072,321783,167446,0.64,0.82,52.04,2640,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-06,FR,2066,321783,169512,0.64,0.84,52.68,2719.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-07,FR,3251,321783,172763,1.01,0.91,53.69,2943.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-08,FR,3532,321783,176295,1.1,0.94,54.79,3033,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-09,FR,3534,321783,179829,1.1,0.99,55.89,3184,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-10,FR,3512,321783,183341,1.09,1.02,56.98,3287.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-11,FR,3264,321783,186605,1.01,1.05,57.99,3383.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-12,FR,3129,321783,189734,0.97,1.06,58.96,3408.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-13,FR,2791,321783,192525,0.87,1.07,59.83,3435.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-14,FR,3921,321783,196446,1.22,1.08,61.05,3469.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-15,FR,3711,321783,200157,1.15,1.1,62.2,3523.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-16,FR,3719,321783,203876,1.16,1.1,63.36,3548.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-17,FR,3750,321783,207626,1.17,1.11,64.52,3565,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-18,FR,3641,321783,211267,1.13,1.07,65.66,3431.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-19,FR,3304,321783,214571,1.03,1.01,66.68,3237.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-20,FR,2909,321783,217480,0.9,0.94,67.59,3027.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-21,FR,2989,321783,220469,0.93,NA,68.51,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-22,FR,2348,321783,222817,0.73,NA,69.24,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-06-23,FR,2250,321783,225067,0.7,NA,69.94,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-22,GE,0,504128,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-23,GE,0,504128,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-24,GE,0,504128,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-25,GE,0,504128,0,0,0,0,2.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-26,GE,0,504128,0,0,0,0,6,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-27,GE,0,504128,0,0,0,0,8.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-28,GE,16,504128,16,0,0,0,8.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-29,GE,26,504128,42,0.01,0,0.01,8.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-30,GE,15,504128,57,0,0,0.01,8.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2020-12-31,GE,0,504128,57,0,0,0.01,8.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-01,GE,0,504128,57,0,0,0.01,14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-02,GE,0,504128,57,0,0.02,0.01,87.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-03,GE,0,504128,57,0,0.03,0.01,165.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-04,GE,57,504128,114,0.01,0.05,0.02,265.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-05,GE,541,504128,655,0.11,0.07,0.13,366.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-06,GE,563,504128,1218,0.11,0.07,0.24,366.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-07,GE,699,504128,1917,0.14,0.07,0.38,366.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-08,GE,708,504128,2625,0.14,0.1,0.52,482.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-09,GE,0,504128,2625,0,0.11,0.52,533,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-10,GE,0,504128,2625,0,0.12,0.52,585.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-11,GE,865,504128,3490,0.17,0.12,0.69,615.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-12,GE,896,504128,4386,0.18,0.13,0.87,645.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-13,GE,932,504128,5318,0.18,0.13,1.05,645.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-14,GE,906,504128,6224,0.18,0.13,1.23,645.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-15,GE,919,504128,7143,0.18,0.13,1.42,635.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-16,GE,0,504128,7143,0,0.13,1.42,639.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-17,GE,0,504128,7143,0,0.13,1.42,637.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-18,GE,794,504128,7937,0.16,0.13,1.57,662.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-19,GE,924,504128,8861,0.18,0.13,1.76,674.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-20,GE,919,504128,9780,0.18,0.13,1.94,674.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-21,GE,1082,504128,10862,0.21,0.13,2.15,674.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-22,GE,1004,504128,11866,0.2,0.14,2.35,690.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-23,GE,0,504128,11866,0,0.14,2.35,717.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-24,GE,0,504128,11866,0,0.15,2.35,778,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-25,GE,905,504128,12771,0.18,0.16,2.53,817.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-26,GE,1110,504128,13881,0.22,0.17,2.75,829.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-27,GE,1345,504128,15226,0.27,0.17,3.02,829.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-28,GE,1359,504128,16585,0.27,0.17,3.29,829.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-29,GE,1088,504128,17673,0.22,0.15,3.51,770.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-30,GE,0,504128,17673,0,0.15,3.51,767.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-01-31,GE,0,504128,17673,0,0.15,3.51,731.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-01,GE,494,504128,18167,0.1,0.15,3.6,738.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-02,GE,1089,504128,19256,0.22,0.16,3.82,782,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-03,GE,1089,504128,20345,0.22,0.16,4.04,782,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-04,GE,1409,504128,21754,0.28,0.16,4.32,782,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-05,GE,1393,504128,23147,0.28,0.19,4.59,970.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-06,GE,0,504128,23147,0,0.21,4.59,1064.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-07,GE,0,504128,23147,0,0.23,4.59,1149.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-08,GE,1811,504128,24958,0.36,0.23,4.95,1176,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-09,GE,1752,504128,26710,0.35,0.24,5.3,1206.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-10,GE,1682,504128,28392,0.33,0.24,5.63,1206.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-11,GE,1594,504128,29986,0.32,0.24,5.95,1206.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-12,GE,1604,504128,31590,0.32,0.23,6.27,1140.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-13,GE,0,504128,31590,0,0.23,6.27,1135.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-14,GE,1,504128,31591,0,0.23,6.27,1161.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-15,GE,1353,504128,32944,0.27,0.23,6.53,1177.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-16,GE,1715,504128,34659,0.34,0.24,6.88,1231.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-17,GE,1863,504128,36522,0.37,0.24,7.24,1231.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-18,GE,1707,504128,38229,0.34,0.24,7.58,1231.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-19,GE,1982,504128,40211,0.39,0.25,7.98,1282,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-20,GE,0,504128,40211,0,0.26,7.98,1322,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-21,GE,0,504128,40211,0,0.27,7.98,1342.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-22,GE,1707,504128,41918,0.34,0.28,8.31,1428.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-23,GE,1995,504128,43913,0.4,0.29,8.71,1459.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-24,GE,2009,504128,45922,0.4,0.29,9.11,1459.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-25,GE,2308,504128,48230,0.46,0.29,9.57,1459.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-26,GE,2198,504128,50428,0.44,0.3,10,1501.14,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-27,GE,0,504128,50428,0,0.3,10,1515.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-02-28,GE,0,504128,50428,0,0.31,10,1531.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-01,GE,1998,504128,52426,0.4,0.31,10.4,1542.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-02,GE,2095,504128,54521,0.42,0.3,10.81,1521.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-03,GE,2122,504128,56643,0.42,0.3,11.24,1521.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-04,GE,2386,504128,59029,0.47,0.3,11.71,1521.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-05,GE,2049,504128,61078,0.41,0.31,12.12,1537.57,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-06,GE,0,504128,61078,0,0.3,12.12,1513.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-07,GE,0,504128,61078,0,0.3,12.12,1502.71,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-08,GE,2111,504128,63189,0.42,0.28,12.53,1425.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-09,GE,1928,504128,65117,0.38,0.27,12.92,1373.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-10,GE,2045,504128,67162,0.41,0.27,13.32,1373.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-11,GE,1844,504128,69006,0.37,0.27,13.69,1373.29,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-12,GE,1685,504128,70691,0.33,0.27,14.02,1359.86,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
2021-03-13,GE,0,504128,70691,0,0.28,14.02,1386.43,COVID19VaccDosesAdministered,2021-06-25_09-42-12,detailed
