sex,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
female,CH02,202030,0,95,NA,NA,954707,0,9.95,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH03,202030,1,53,0.5,50,589537,0.17,8.99,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,1,0.17,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH04,202030,0,64,0,0,772596,0,8.28,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH05,202030,0,48,0,0,589627,0,8.14,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH06,202030,0,25,NA,NA,406229,0,6.15,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH07,202030,0,135,NA,NA,180350,0,74.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH01,202030,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH02,202030,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH03,202030,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH04,202030,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH05,202030,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH06,202030,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH07,202030,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-30,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH01,202031,2,406,1,100,810627,0.25,50.08,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,2,0.25,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH02,202031,0,157,NA,NA,931877,0,16.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH03,202031,2,84,1,100,581620,0.34,14.44,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,1,0.17,100,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH04,202031,0,70,NA,NA,766679,0,9.13,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,-2,-0.26,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH05,202031,0,73,0,0,594186,0,12.29,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,-1,-0.17,-100,-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH06,202031,0,38,NA,NA,412733,0,9.21,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH07,202031,0,178,NA,NA,171141,0,104.01,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH01,202031,0,323,0,0,844124,0,38.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH02,202031,0,95,NA,NA,954707,0,9.95,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH03,202031,0,53,0,0,589537,0,8.99,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,-1,-0.17,-100,-50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH04,202031,0,64,NA,NA,772596,0,8.28,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH05,202031,1,49,1,100,589627,0.17,8.31,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,1,0.17,NA,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH06,202031,0,25,NA,NA,406229,0,6.15,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH07,202031,0,135,NA,NA,180350,0,74.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH01,202031,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH02,202031,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH03,202031,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH04,202031,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH05,202031,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH06,202031,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH07,202031,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-31,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH01,202032,0,406,NA,NA,810627,0,50.08,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,-2,-0.25,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH02,202032,1,158,1,100,931877,0.11,16.96,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,1,0.11,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH03,202032,0,84,0,0,581620,0,14.44,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,-2,-0.34,-100,-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH04,202032,2,72,1,100,766679,0.26,9.39,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,2,0.26,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH05,202032,0,73,NA,NA,594186,0,12.29,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH06,202032,0,38,0,0,412733,0,9.21,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH07,202032,0,178,NA,NA,171141,0,104.01,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH01,202032,0,323,NA,NA,844124,0,38.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH02,202032,0,95,0,0,954707,0,9.95,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH03,202032,1,54,1,100,589537,0.17,9.16,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,1,0.17,NA,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH04,202032,0,64,0,0,772596,0,8.28,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH05,202032,0,49,NA,NA,589627,0,8.31,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,-1,-0.17,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH06,202032,1,26,1,100,406229,0.25,6.4,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,1,0.25,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH07,202032,0,135,NA,NA,180350,0,74.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH01,202032,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH02,202032,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH03,202032,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH04,202032,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH05,202032,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH06,202032,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH07,202032,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-32,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH01,202033,3,409,1,100,810627,0.37,50.45,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,3,0.37,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH02,202033,0,158,NA,NA,931877,0,16.96,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,-1,-0.11,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH03,202033,0,84,NA,NA,581620,0,14.44,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH04,202033,1,73,1,100,766679,0.13,9.52,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,-1,-0.13,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH05,202033,0,73,0,0,594186,0,12.29,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH06,202033,0,38,NA,NA,412733,0,9.21,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH07,202033,0,178,NA,NA,171141,0,104.01,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH01,202033,0,323,0,0,844124,0,38.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH02,202033,0,95,NA,NA,954707,0,9.95,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH03,202033,0,54,NA,NA,589537,0,9.16,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,-1,-0.17,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH04,202033,0,64,0,0,772596,0,8.28,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH05,202033,1,50,1,100,589627,0.17,8.48,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,1,0.17,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH06,202033,0,26,NA,NA,406229,0,6.4,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,-1,-0.25,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH07,202033,0,135,NA,NA,180350,0,74.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH01,202033,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH02,202033,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH03,202033,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH04,202033,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH05,202033,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH06,202033,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH07,202033,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-33,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH01,202034,0,409,NA,NA,810627,0,50.45,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,-3,-0.37,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH02,202034,0,158,0,0,931877,0,16.96,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH03,202034,1,85,0.5,50,581620,0.17,14.61,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,1,0.17,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH04,202034,0,73,0,0,766679,0,9.52,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,-0.13,-100,-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH05,202034,1,74,1,100,594186,0.17,12.45,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,1,0.17,NA,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH06,202034,0,38,NA,NA,412733,0,9.21,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH07,202034,0,178,NA,NA,171141,0,104.01,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH01,202034,0,323,NA,NA,844124,0,38.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH02,202034,1,96,1,100,954707,0.1,10.06,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,1,0.1,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH03,202034,1,55,0.5,50,589537,0.17,9.33,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,1,0.17,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH04,202034,1,65,1,100,772596,0.13,8.41,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,1,0.13,NA,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH05,202034,0,50,0,0,589627,0,8.48,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,-1,-0.17,-100,-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH06,202034,0,26,NA,NA,406229,0,6.4,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH07,202034,0,135,NA,NA,180350,0,74.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH01,202034,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH02,202034,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH03,202034,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH04,202034,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH05,202034,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH06,202034,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH07,202034,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-34,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH01,202035,1,410,1,100,810627,0.12,50.58,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,1,0.12,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH02,202035,0,158,NA,NA,931877,0,16.96,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH03,202035,0,85,0,0,581620,0,14.61,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,-1,-0.17,-100,-50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH04,202035,1,74,0.5,50,766679,0.13,9.65,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,1,0.13,NA,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH05,202035,0,74,NA,NA,594186,0,12.45,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,-1,-0.17,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH06,202035,0,38,NA,NA,412733,0,9.21,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH07,202035,0,178,NA,NA,171141,0,104.01,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH01,202035,0,323,0,0,844124,0,38.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH02,202035,0,96,NA,NA,954707,0,10.06,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,-1,-0.1,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH03,202035,1,56,1,100,589537,0.17,9.5,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH04,202035,1,66,0.5,50,772596,0.13,8.54,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,0,-50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH05,202035,0,50,NA,NA,589627,0,8.48,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH06,202035,0,26,NA,NA,406229,0,6.4,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH07,202035,0,135,NA,NA,180350,0,74.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH01,202035,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH02,202035,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH03,202035,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH04,202035,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH05,202035,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH06,202035,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH07,202035,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-35,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH01,202036,3,413,0.5,50,810627,0.37,50.95,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,2,0.25,200,-50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH02,202036,2,160,0.5,50,931877,0.21,17.17,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,2,0.21,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH03,202036,0,85,0,0,581620,0,14.61,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH04,202036,0,74,NA,NA,766679,0,9.65,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,-1,-0.13,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH05,202036,1,75,0.5,50,594186,0.17,12.62,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,1,0.17,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH06,202036,0,38,NA,NA,412733,0,9.21,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,CH07,202036,0,178,NA,NA,171141,0,104.01,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH01,202036,3,326,0.5,50,844124,0.36,38.62,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,3,0.36,NA,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH02,202036,2,98,0.5,50,954707,0.21,10.26,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,2,0.21,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH03,202036,1,57,1,100,589537,0.17,9.67,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH04,202036,0,66,NA,NA,772596,0,8.54,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,-1,-0.13,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH05,202036,1,51,0.5,50,589627,0.17,8.65,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,1,0.17,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH06,202036,0,26,NA,NA,406229,0,6.4,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,CH07,202036,0,135,NA,NA,180350,0,74.85,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH01,202036,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH02,202036,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,CH03,202036,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-06-25_07-49-37,isoweek,2020-36,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
